out_lu_code,land_unit,out_reg_code,out_basin_code,gcam_reg_name,Basin_name,basin_abr,gcam_reg_code,gcam_basin_code
335,South Asia_GangesR,28,5,South Asia,Ganges_Bramaputra,GangesR,27,110
336,South Asia_HamuMashR,28,6,South Asia,HamuniMashkel,HamuMashR,27,102
337,South Asia_Helmand,28,7,South Asia,Helmand,Helmand,27,97
338,South Asia_IndusR,28,8,South Asia,Indus,IndusR,27,89
339,South Asia_SriLanka,28,9,South Asia,Sri_Lanka,SriLanka,27,154
340,South Korea_Korea,29,1,South Korea,North_and_South_Korea,Korea,28,65
341,Southeast Asia_BengalBay,30,1,Southeast Asia,Bay_of_Bengal_North_East_Coast,BengalBay,29,116
342,Southeast Asia_BoHai,30,2,Southeast Asia,Bo_Hai_Korean_Bay_North_Coast,BoHai,29,66
343,Southeast Asia_BorneoCstN,30,3,Southeast Asia,North_Borneo_Coast,BorneoCstN,29,159
344,Southeast Asia_ChaoPhrR,30,4,Southeast Asia,Chao_Phraya,ChaoPhrR,29,146
345,Southeast Asia_FlyR,30,5,Southeast Asia,Fly,FlyR,29,181
346,Southeast Asia_GangesR,30,6,Southeast Asia,Ganges_Bramaputra,GangesR,29,110
347,Southeast Asia_Hong,30,7,Southeast Asia,Hong_(Red_River),Hong,29,109
348,Southeast Asia_IdnE,30,8,Southeast Asia,Palau_and_East_Indonesia,IdnE,29,158
349,Southeast Asia_IrianJaya,30,9,Southeast Asia,Irian_Jaya_Coast,IrianJaya,29,167
350,Southeast Asia_IrrawaddyR,30,10,Southeast Asia,Irrawaddy,IrrawaddyR,29,137
351,Southeast Asia_JavaTimor,30,11,Southeast Asia,Java_Timor,JavaTimor,29,175
352,Southeast Asia_Kalimantan,30,12,Southeast Asia,Kalimantan,Kalimantan,29,165
353,Southeast Asia_Korea,30,13,Southeast Asia,North_and_South_Korea,Korea,29,65
354,Southeast Asia_MalaysiaP,30,14,Southeast Asia,Peninsula_Malaysia,MalaysiaP,29,139
355,Southeast Asia_Mekong,30,15,Southeast Asia,Mekong,Mekong,29,125
356,Southeast Asia_NewCaledn,30,16,Southeast Asia,South_Pacific_Islands,NewCaledn,29,185
357,Southeast Asia_PapuaCst,30,17,Southeast Asia,Papua_New_Guinea_Coast,PapuaCst,29,173
358,Southeast Asia_Phlppns,30,18,Southeast Asia,Philippines,Phlppns,29,119
359,Southeast Asia_RusCstSE,30,19,Southeast Asia,Russia_South_East_Coast,RusCstSE,29,37
360,Southeast Asia_SChinaSea,30,20,Southeast Asia,South_China_Sea_Coast,SChinaSea,29,112
361,Southeast Asia_Salween,30,21,Southeast Asia,Salween,Salween,29,127
362,Southeast Asia_SepikR,30,22,Southeast Asia,Sepik,SepikR,29,178
363,Southeast Asia_SittaungR,30,23,Southeast Asia,Sittaung,SittaungR,29,138
364,Southeast Asia_SolomonIsl,30,24,Southeast Asia,Solomon_Islands,SolomonIsl,29,176
365,Southeast Asia_ThaiGulf,30,25,Southeast Asia,Gulf_of_Thailand_Coast,ThaiGulf,29,148
366,Southeast Asia_VietnamCst,30,26,Southeast Asia,Viet_Nam_Coast,VietnamCst,29,126
367,Southeast Asia_XunJiang,30,27,Southeast Asia,Xun_Jiang,XunJiang,29,108
368,Taiwan_ChinaCst,31,1,Taiwan,China_Coast,ChinaCst,30,78
369,Taiwan_Taiwan,31,2,Taiwan,Taiwan,Taiwan,30,103
370,USA_ArkWhtRedR,32,1,USA,Arkansas_White_Red_Basin,ArkWhtRedR,1,224
371,USA_California,32,2,USA,California_River_Basin,California,1,217
372,USA_Caribbean,32,3,USA,Caribbean,Caribbean,1,101
373,USA_FraserR,32,4,USA,Fraser,FraserR,1,27
374,USA_GreatBasin,32,5,USA,Great_Basin,GreatBasin,1,222
375,USA_GreatLakes,32,6,USA,Great_Lakes_Basin,GreatLakes,1,227
376,USA_Hawaii,32,7,USA,Hawaii,Hawaii,1,234
377,USA_MexCstNW,32,8,USA,Mexico_Northwest_Coast,MexCstNW,1,96
378,USA_MissouriR,32,9,USA,Missouri_River_Basin,MissouriR,1,223
379,USA_MissppRN,32,10,USA,Upper_Mississippi_Basin,MissppRN,1,218
380,USA_MissppRS,32,11,USA,Lower_Mississippi_River_Basin,MissppRS,1,219
381,USA_NelsonR,32,12,USA,Saskatchewan_Nelson,NelsonR,1,23
382,USA_OhioR,32,13,USA,Ohio_River_Basin,OhioR,1,228
383,USA_PacArctic,32,14,USA,Pacific_and_Arctic_Coast,PacArctic,1,7
384,USA_RioGrande,32,15,USA,Rio_Grande_River_Basin,RioGrande,1,231
385,USA_TennR,32,16,USA,Tennessee_River_Basin,TennR,1,230
386,USA_TexasCst,32,17,USA,Texas_Gulf_Coast_Basin,TexasCst,1,225
387,USA_UsaColoRN,32,18,USA,Upper_Colorado_River_Basin,UsaColoRN,1,220
388,USA_UsaColoRS,32,19,USA,Lower_Colorado_River_Basin,UsaColoRS,1,221
389,USA_UsaCstE,32,20,USA,Mid_Atlantic_Basin,UsaCstE,1,233
390,USA_UsaCstNE,32,21,USA,New_England_Basin,UsaCstNE,1,232
391,USA_UsaCstSE,32,22,USA,South_Atlantic_Gulf_Basin,UsaCstSE,1,226
392,USA_UsaPacNW,32,23,USA,Pacific_Northwest_Basin,UsaPacNW,1,229
