Year,Month,DWT_CONV_CFLUX_GRC (PgC/month),DWT_CONV_CFLUX_DRIBBLED (PgC/month),ER (PgC/month),GPP (PgC/month),HR (PgC/month),LAND_UPTAKE (PgC/month),LAND_USE_FLUX (PgC/month),NBP (PgC/month),NEE (PgC/month),NEP (PgC/month),NPP (PgC/month),PFT_FIRE_CLOSS (PgC/month),WOOD_HARVESTC (PgC/month),WOODC_ALLOC (PgC/month),WOODC_LOSS (PgC/month),PBOT (Pa),PCO2 (Pa),XCO2 (ppm),QBOT (kg/kg),TBOT (K),TOTECOSYSC (PgC),TOTSOMC (PgC),TOTLITC (PgC),TOTVEGC (PgC),TOTVEGC_ABG (PgC),WOODC (PgC),PRECC (mm/month),PRECL (mm/month),PRECSC (mm/month),PRECSL (mm/month),SFCO2 (PgC/month),SFCO2_FFF (PgC/month),SFCO2_LND (PgC/month),SFCO2_OCN (PgC/month),TMCO2 (PgC),TMCO2_FFF (PgC),TMCO2_LND (PgC),TMCO2_OCN (PgC),TREFHT (K),PRECIP (mm/month)
2015,1,0.04976041066361293,0.0,10.930241034714127,10.84495546190991,3.5309990386616876,0.7164976479170603,0.1538009883107707,-0.8711462120993855,0.8702988210014132,-0.08528553390451642,3.4457131546598574,0.5766142045420355,0.08584611750316122,0.783313798037068,1.0378140838576226,94816.03355525248,39.4230303392626,429.05307229915695,0.006128875106548456,282.92035466941616,2911.2545626870055,1957.525761301115,28.63896542119152,782.2875874373929,477.2238072156521,587.5297641858646,41.46826035294032,54.94509307272947,0.12700539595251692,7.508624559753741,19.941647540110804,11.573971478066627,10.197450329370051,-2.4495308844807666,11006.017203511497,11001.958316146009,3051.9278484531656,7636.834323147258,292.29324272289034,104.04898338137605
2015,2,0.04400615646737313,0.0,9.523105176444865,9.346625180922935,2.9828890457038697,0.7281707787719496,0.1361609707716253,-0.8651226106777313,0.8643317409149007,-0.17647942602943065,2.8064090501819416,0.5128495656445943,0.07604397078097665,0.7073141687508782,0.9135163573766975,93121.88539749572,38.93219761919449,423.82359181285403,0.006054672536104256,277.85959062052433,2859.1141027490457,1922.9920573073528,28.337033247690997,767.4030252773555,468.46069522087885,576.8726589948917,37.612345777451935,48.051680787246845,0.08046019724817852,6.739940751432076,19.212090786655654,9.94841767703182,10.436491749024974,-1.513222609031854,10831.477395071652,10818.438940683658,3003.1150878014923,7504.48907964278,287.1747626785044,92.48442751337902
2015,3,0.048434186131743454,0.0,11.052867939920054,10.52569751644096,3.5821463920932874,0.7735373137030735,0.15003500386351878,-0.9244776768367029,0.9235722318020336,-0.5271693180692247,3.0549771883768075,0.21722022423393503,0.08385137059810517,0.848737965849995,1.0061545061070705,92739.70613025583,38.77210672568108,423.3247132143744,0.006861232908551413,279.15969318522656,2851.272795935068,1918.2603585401232,28.21143441653334,764.6714288881756,467.0488649350903,575.1912419237436,42.25165919107436,50.75702487355563,0.10137544275884353,7.44616558420479,20.49813029843501,10.495977151984137,10.980561118828978,-1.5114668931859643,10823.964278563617,10801.828836799401,2994.633198981009,7480.588171764372,287.0514050629583,100.55622509159363
2015,4,0.04791679707155689,0.0,11.747817684315532,11.643255610416237,4.052304480479026,0.27561597660610115,0.14850492124584735,-0.4250072258461,0.4241209073029887,-0.1045594370591011,3.947744826046002,0.14502078585198386,0.08312606582577665,1.1455932365899426,0.9925203346684658,94937.61003703605,39.79002992459528,435.2245143890735,0.007475459732580941,288.30017576429304,2921.318222639637,1966.004325901961,28.273309781817506,783.4071638187918,478.5283280680415,589.4084210184651,42.73892921031877,49.40507233954878,0.15470475156093452,7.735620194932052,13.455803509714654,9.99704644078133,4.82927431391189,-1.765579948056317,11111.32695989388,11080.59218020783,3069.203663203244,7639.250403599225,294.9104001775407,100.03432649636056
2015,5,0.04838027244716999,0.0,13.22042045944309,14.370186576646637,4.6310384880038145,-1.0319892882948905,0.1496821397928966,0.8815134846213833,-0.8823072438507384,1.1497675665044658,5.78080552055531,0.10673602590702043,0.08393912315635435,1.6813875433885659,0.9815502600558271,92798.53316319313,38.85864920976616,424.9408859617396,0.007884585113788836,284.6116025702185,2851.9927124492483,1919.5312269215653,26.3861080585515,765.9306443666253,467.4643379511129,575.8307301506698,43.32794349851281,52.87108445719664,0.1439396052037707,6.387283971335914,-4.082357975873882,9.775812721585178,-11.023138101315713,-2.64183002402198,10854.156505693894,10828.142554818274,2997.2451290853,7427.445974198861,288.9993226563503,102.73025153224913
2015,6,0.04751968099943155,0.0,14.300043985563146,18.16838472245847,4.751620277497798,-3.762012686187134,0.14634012602926633,3.6150156833265843,-3.6156724949388304,3.86834014060698,8.619960418104778,0.10036575422745603,0.08219205940821138,1.7191735371321684,0.9570922114546285,93558.42778752215,38.7894022216795,425.32668338990254,0.008695964852690832,289.6527505333444,2881.408345544094,1938.1997345920686,25.406603058211378,776.4572281001614,472.9288115811059,582.2265171125582,43.583276661192286,51.029559911271996,0.08929403322608044,5.291036545964014,-38.83552009357734,9.473392586639388,-43.493863536974956,-2.724315611921216,10939.591600663001,10943.192550162563,3007.386508155615,7499.473530571992,292.39465811089633,99.99316715165436
2015,7,0.0500735123265815,0.0,15.15027276774215,19.783479843281008,4.613114722088285,-4.276834443774327,0.15268451844180334,4.123531508217752,-4.124149615193549,4.633206145121935,9.246320867210219,0.3279891392769105,0.08552694741030349,1.1494816490596125,1.0202916310818038,94163.53615707817,38.522923004700814,422.91895053615946,0.009391622865411309,293.07792812722636,2904.729849603123,1950.8868820542586,24.743264885235828,786.9192743803723,477.64659047313046,586.498079890202,45.529953951227995,53.35856935772533,0.13669044727703417,5.240049971307907,-44.64638435658943,9.861072938781271,-48.907074004543155,-2.4882103230339383,10964.654487829213,11026.064066714043,3002.4269086428517,7537.628426751028,294.80800032541066,104.26526372753825
2015,8,0.050824004040468135,0.0,14.207696602147838,16.228659814578602,4.279490926213064,-1.6011095862826346,0.15347918445887845,1.4470159829350375,-1.4476303921094698,2.0209650775737167,6.3004566255010985,0.3648023387475597,0.08565051183023743,0.9380985167812562,1.062831816905712,94406.19769638816,38.546085108425196,422.8447485816456,0.009086957390676942,293.31543076730674,2914.220532560984,1955.0741665754608,25.114009832939573,791.5459342149198,479.58921082924076,587.7894188917267,44.90729642632356,51.36937269588221,0.11087719662608886,5.3160933182804175,-11.060556360630603,9.915808320044023,-16.72165037221378,-2.5544434847319577,10962.272188242514,11061.633062947354,2998.97523564989,7542.8102898988955,295.24948870778616,101.70363963711229
2015,9,0.04878866186346959,0.0,12.715235723100768,12.777294921419308,3.950110114928758,0.17357237440771153,0.1462039867566061,-0.32037984295285815,0.3197763796346689,0.06205839024067181,4.012168426670437,0.20688699613931172,0.08132240793490479,0.8227349065299756,0.9753861541168684,92816.47361651546,38.059895759611734,416.67768750489597,0.0081849965983301,286.7224374163853,2863.4007852074487,1920.3629037715966,24.462424764017424,778.5819968690406,471.5208863095368,577.1981617417943,40.64114460147917,49.29281299656768,0.0869827022724694,5.9477336621566,10.378841724745874,9.384503577852161,4.220051402016095,-2.8005546745078416,10769.86955784852,10876.282561162338,2950.3948582294984,7382.26898222634,289.5244572755657,95.96867396247592
2015,10,0.051308498413686586,0.0,12.752572420659625,11.908182368271117,4.345807107979269,0.9806044996779728,0.15297549054901416,-1.1342436775870748,1.1335800578093085,-0.8443900523885094,3.501417055590759,0.12727614462455636,0.08496116363236778,1.1898299438536026,0.9926299820940759,93954.7226966701,38.915062120812024,425.1669457459949,0.00734373775346989,287.032574500498,2896.096348466946,1942.7659400655805,25.47806077033038,786.2507169383571,476.65893390680316,583.8985221585218,39.83116595202044,52.651539118121725,0.10485547431196847,7.251649941373868,20.959944833251956,10.08888106966351,13.552473519080669,-3.159047546797606,10914.071234844418,11013.3655498257,2995.497090592963,7425.22670998098,291.8924963958647,99.83921048582799
