 Year  Month  DWT_CONV_CFLUX_GRC (PgC/month)  ER (PgC/month)  GPP (PgC/month)  HR (PgC/month)  LAND_UPTAKE (PgC/month)  LAND_USE_FLUX (PgC/month)  NBP (PgC/month)  NEE (PgC/month)  NEP (PgC/month)  NPP (PgC/month)  PFT_FIRE_CLOSS (PgC/month)  WOOD_HARVESTC (PgC/month)  WOODC_ALLOC (PgC/month)  WOODC_LOSS (PgC/month)       PBOT (Pa)       PCO2 (Pa)      ZCO2 (ppm)    QBOT (kg/kg)        TBOT (K)  TOTECOSYSC (PgC)   TOTSOMC (PgC)   TOTLITC (PgC)   TOTVEGC (PgC)  TOTVEGC_ABG (PgC)     WOODC (PgC)        FRAC_VEG     AREA (km^2)  PFT_1_AREA (km^2)  PFT_2_AREA (km^2)  PFT_3_AREA (km^2)  PFT_4_AREA (km^2)  PFT_5_AREA (km^2)  PFT_6_AREA (km^2)  PFT_7_AREA (km^2)  PFT_8_AREA (km^2)  PFT_9_AREA (km^2)  PFT_10_AREA (km^2)  PFT_11_AREA (km^2)  PFT_12_AREA (km^2)  PFT_13_AREA (km^2)  PFT_14_AREA (km^2)  PFT_15_AREA (km^2)  PFT_16_AREA (km^2)  BARE_AREA (km^2)  FOREST_AREA (km^2)  SHRUB_AREA (km^2)  GRASS_AREA (km^2)  CROP_AREA (km^2)  PRECC (mm/month)  PRECL (mm/month)  PRECSC (mm/month)  PRECSL (mm/month)  SFCO2 (PgC/month)  SFCO2_FFF (PgC/month)  SFCO2_LND (PgC/month)  SFCO2_OCN (PgC/month)     TMCO2 (PgC)  TMCO2_FFF (PgC)  TMCO2_LND (PgC)  TMCO2_OCN (PgC)      TREFHT (K)  PRECIP (mm/month)
 2015      1                 +5.67916114e-02 +1.24746962e+01  +1.23773596e+01 +4.02993308e+00          +8.17739552e-01            +1.75533237e-01  -9.94240128e-01  +9.93273000e-01  -9.73364735e-02  +3.93259621e+00             +6.58090425e-01            +9.79762682e-02          +8.93996899e-01         +1.18445836e+00 +1.08213642e+05 +4.49935479e+01 +4.89678745e+02 +6.99489163e-03 +3.22897313e+02   +3.32261803e+03 +2.23412634e+03 +3.26856822e+01 +8.92825661e+02    +5.44656058e+02 +6.70548354e+02 +1.01713596e+00 +1.74647990e+08    +4.04507848e+07    +4.31431105e+06    +1.10223319e+07    +1.70360073e+06    +1.30533591e+07    +1.98878978e+06    +9.95479124e+06    +4.63851677e+06    +1.97382737e+06     +1.31239987e+05     +3.89183683e+06     +9.11497967e+06     +4.85806965e+06     +1.46362240e+07     +1.27097047e+07     +1.78547757e+07   +4.04507848e+07     +4.86495251e+07    +1.31380556e+07    +3.22039978e+07   +1.78547757e+07   +4.73277710e+01   +6.27088951e+01    +1.44951398e-01    +8.56960145e+00    +2.27594243e+01        +1.32093864e+01        +1.16383613e+01        -2.79565229e+00 +1.25611795e+04  +1.25565472e+04  +3.48316861e+03  +8.71592740e+03 +3.33594599e+02    +1.18751219e+02
 2015      2                 +4.66817151e-02 +1.01021066e+01  +9.91489667e+00 +3.16424763e+00          +7.72443304e-01            +1.44439509e-01  -9.17721757e-01  +9.16882803e-01  -1.87209313e-01  +2.97703772e+00             +5.44030637e-01            +8.06674172e-02          +7.50318618e-01         +9.69057827e-01 +9.87836629e+04 +4.12992597e+01 +4.49591912e+02 +6.42279445e-03 +2.94753352e+02   +3.03294721e+03 +2.03990934e+03 +3.00599149e+01 +8.14060886e+02    +4.96942943e+02 +6.11946307e+02 +9.28696045e-01 +1.59462357e+08    +3.69321301e+07    +3.94030577e+06    +1.00640068e+07    +1.55547247e+06    +1.19183202e+07    +1.81639844e+06    +9.09025146e+06    +4.23677231e+06    +1.80280225e+06     +1.19788881e+05     +3.55307520e+06     +8.32233310e+06     +4.43525126e+06     +1.33581662e+07     +1.16007871e+07     +1.63090506e+07   +3.69321301e+07     +4.44243292e+07    +1.19951965e+07    +2.93942046e+07   +1.63090506e+07   +3.98991630e+01   +5.09732059e+01    +8.53521486e-02    +7.14972676e+00    +2.03801791e+01        +1.05532779e+01        +1.10710268e+01        -1.60522601e+00 +1.14900274e+04  +1.14761962e+04  +3.18570342e+03  +7.96075934e+03 +3.04634886e+02    +9.81074478e+01
 2015      3                 +5.77701104e-02 +1.31833618e+01  +1.25545768e+01 +4.27262249e+00          +9.22640382e-01            +1.78954979e-01  -1.10267523e+00  +1.10159526e+00  -6.28783761e-01  +3.64383886e+00             +2.59090476e-01            +1.00014129e-01          +1.01233632e+00         +1.20009566e+00 +1.10615734e+05 +4.62456194e+01 +5.04922611e+02 +8.18376889e-03 +3.32969077e+02   +3.40086946e+03 +2.28801430e+03 +3.36493251e+01 +9.12065528e+02    +5.57074801e+02 +6.86062142e+02 +1.04161934e+00 +1.78851924e+08    +4.14211988e+07    +4.42068077e+06    +1.12877975e+07    +1.74460704e+06    +1.33674506e+07    +2.03785876e+06    +1.01967210e+07    +4.75370005e+06    +2.02268282e+06     +1.34309792e+05     +3.98469504e+06     +9.33416148e+06     +4.97408920e+06     +1.49763366e+07     +1.30070934e+07     +1.82996868e+07   +4.14211988e+07     +4.98314997e+07    +1.34531657e+07    +3.29575186e+07   +1.82996868e+07   +5.03958715e+01   +6.05406876e+01    +1.20916051e-01    +8.88145011e+00    +2.44492444e+01        +1.25191277e+01        +1.30971175e+01        -1.80280947e+00 +1.29103359e+04  +1.28839337e+04  +3.57186327e+03  +8.92250782e+03 +3.42381956e+02    +1.19938926e+02
 2015      4                 +5.68799612e-02 +1.39453272e+01  +1.38212061e+01 +4.81031570e+00          +3.27171827e-01            +1.76283781e-01  -5.04507730e-01  +5.03455619e-01  -1.24117993e-01  +4.68619745e+00             +1.72147914e-01            +9.86753641e-02          +1.35988427e+00         +1.17817804e+00 +1.12696343e+05 +4.72330270e+01 +5.16636250e+02 +8.87379550e-03 +3.42228692e+02   +3.46777072e+03 +2.33375884e+03 +3.35620251e+01 +9.29948827e+02    +5.68040319e+02 +6.99661283e+02 +1.06239019e+00 +1.82418397e+08    +4.22454555e+07    +4.51016179e+06    +1.15129622e+07    +1.77939551e+06    +1.36339514e+07    +2.07912663e+06    +1.04012689e+07    +4.85035388e+06    +2.06372528e+06     +1.36941025e+05     +4.06371983e+06     +9.52017328e+06     +5.07279317e+06     +1.52685496e+07     +1.32619640e+07     +1.86725745e+07   +4.22454555e+07     +5.08309460e+07    +1.37208348e+07    +3.36033040e+07   +1.86725745e+07   +5.07335377e+01   +5.86466285e+01    +1.83643332e-01    +9.18262077e+00    +1.59728034e+01        +1.18670622e+01        +5.73262305e+00        -2.09584373e+00 +1.31897765e+04  +1.31532926e+04  +3.64331916e+03  +9.06822435e+03 +3.50075404e+02    +1.18746430e+02
 2015      5                 +5.73186423e-02 +1.56629244e+01  +1.70251126e+01 +5.48663381e+00          -1.22265175e+00            +1.77336269e-01  +1.04437519e+00  -1.04531559e+00  +1.36218985e+00  +6.84882302e+00             +1.26455759e-01            +9.94470748e-02          +1.99202787e+00         +1.16289399e+00 +1.09943279e+05 +4.60378747e+01 +5.03449720e+02 +9.34128126e-03 +3.37194268e+02   +3.37890526e+03 +2.27416912e+03 +3.12610040e+01 +9.07438154e+02    +5.53829479e+02 +6.82216839e+02 +1.03522574e+00 +1.77754107e+08    +4.11635924e+07    +4.39613520e+06    +1.12186622e+07    +1.73389721e+06    +1.32852830e+07    +2.02657971e+06    +1.01365040e+07    +4.72814823e+06    +2.01164783e+06     +1.33393709e+05     +3.95939118e+06     +9.27663561e+06     +4.94261466e+06     +1.48718794e+07     +1.29184798e+07     +1.82029054e+07   +4.11635924e+07     +4.95368576e+07    +1.33694213e+07    +3.27329712e+07   +1.82029054e+07   +5.13328836e+01   +6.26391425e+01    +1.70532788e-01    +7.56734980e+00    -4.83658327e+00        +1.15819173e+01        -1.30596890e+01        -3.12991438e+00 +1.28594877e+04  +1.28286675e+04  +3.55099326e+03  +8.79968419e+03 +3.42392631e+02    +1.21709909e+02
 2015      6                 +5.61934623e-02 +1.69102352e+01  +2.14846653e+01 +5.61893492e+00          -4.44869397e+00            +1.73051632e-01  +4.27486556e+00  -4.27564225e+00  +4.57442940e+00  +1.01933643e+01             +1.18685545e-01            +9.71946002e-02          +2.03297478e+00         +1.13179053e+00 +1.10635675e+05 +4.58696417e+01 +5.02961683e+02 +1.02832413e-02 +3.42523152e+02   +3.40735274e+03 +2.29197990e+03 +3.00440778e+01 +9.18184172e+02    +5.59252631e+02 +6.88500477e+02 +1.04332967e+00 +1.79145597e+08    +4.14841390e+07    +4.43185336e+06    +1.13065593e+07    +1.74746987e+06    +1.33892227e+07    +2.04306389e+06    +1.02170496e+07    +4.76698800e+06    +2.02809080e+06     +1.34391745e+05     +3.98996067e+06     +9.34913931e+06     +4.98083014e+06     +1.49819866e+07     +1.30151835e+07     +1.83532341e+07   +4.14841390e+07     +4.99303025e+07    +1.34734909e+07    +3.29779976e+07   +1.83532341e+07   +5.15385450e+01   +6.03440005e+01    +1.05592899e-01    +6.25681101e+00    -4.59241789e+01        +1.12025737e+01        -5.14328113e+01        -3.22158574e+00 +1.29363985e+04  +1.29406567e+04  +3.55632566e+03  +8.86835464e+03 +3.45765541e+02    +1.18244949e+02
 2015      7                 +5.87172137e-02 +1.77655164e+01  +2.31985088e+01 +5.40943166e+00          -5.01510260e+00            +1.79040955e-01  +4.83533648e+00  -4.83606128e+00  +5.43299126e+00  +1.08424229e+01             +3.84606701e-01            +1.00290629e-01          +1.34790544e+00         +1.19641461e+00 +1.10418072e+05 +4.51727584e+01 +4.95923335e+02 +1.10128074e-02 +3.43669105e+02   +3.40614498e+03 +2.28764947e+03 +2.90144534e+01 +9.22757462e+02    +5.60098062e+02 +6.87739506e+02 +1.04149274e+00 +1.78830187e+08    +4.14094092e+07    +4.42535319e+06    +1.12867290e+07    +1.74439276e+06    +1.33655918e+07    +2.04008515e+06    +1.02002543e+07    +4.76041970e+06    +2.02521442e+06     +1.34109008e+05     +3.98251090e+06     +9.33256240e+06     +4.97158654e+06     +1.49493074e+07     +1.29878530e+07     +1.83287388e+07   +4.14094092e+07     +4.98480401e+07    +1.34491825e+07    +3.29087443e+07   +1.83287388e+07   +5.33893452e+01   +6.25693381e+01    +1.60285984e-01    +6.14458862e+00    -5.23532537e+01        +1.15632936e+01        -5.73494245e+01        -2.91772576e+00 +1.28573757e+04  +1.29293859e+04  +3.52070654e+03  +8.83877560e+03 +3.45697826e+02    +1.22263558e+02
 2015      8                 +5.80905744e-02 +1.62390443e+01  +1.85489552e+01 +4.89135185e+00          -1.83002849e+00            +1.75422896e-01  +1.65390333e+00  -1.65460559e+00  +2.30991290e+00  +7.20126545e+00             +4.16960013e-01            +9.78964078e-02          +1.07222331e+00         +1.21479037e+00 +1.07903940e+05 +4.40572181e+01 +4.83301047e+02 +1.03861670e-02 +3.35252238e+02   +3.33088175e+03 +2.23460124e+03 +2.87046892e+01 +9.04717379e+02    +5.48158560e+02 +6.71828711e+02 +1.01751351e+00 +1.74712817e+08    +4.04543227e+07    +4.32475743e+06    +1.10269402e+07    +1.70422959e+06    +1.30578042e+07    +1.99372849e+06    +9.96659008e+06    +4.65262778e+06    +1.97927554e+06     +1.30975478e+05     +3.89039584e+06     +9.11757486e+06     +4.85665010e+06     +1.45988570e+07     +1.26844358e+07     +1.79145050e+07   +4.04543227e+07     +4.87059537e+07    +1.31389475e+07    +3.21399458e+07   +1.79145050e+07   +5.13279246e+01   +5.87139172e+01    +1.26729882e-01    +6.07616263e+00    -1.26419412e+01        +1.13335226e+01        -1.91124311e+01        -2.91966546e+00 +1.25296048e+04  +1.26431719e+04  +3.42775421e+03  +8.62124483e+03 +3.37462833e+02    +1.16244734e+02
 2015      9                 +5.75232602e-02 +1.49916351e+01  +1.50648047e+01 +4.65729544e+00          +2.04646909e-01            +1.72378780e-01  -3.77737211e-01  +3.77025711e-01  +7.31686584e-02  +4.73046400e+00             +2.43925824e-01            +9.58814990e-02          +9.70028535e-01         +1.15000882e+00 +1.09433338e+05 +4.48737309e+01 +4.91275194e+02 +9.65035065e-03 +3.38054154e+02   +3.37603332e+03 +2.26416401e+03 +2.88419152e+01 +9.17970962e+02    +5.55936927e+02 +6.80533534e+02 +1.03110450e+00 +1.77046467e+08    +4.09930038e+07    +4.38381261e+06    +1.11743034e+07    +1.72699265e+06    +1.32321589e+07    +2.02097147e+06    +1.01008956e+07    +4.71657876e+06    +2.00640028e+06     +1.32679282e+05     +3.94193973e+06     +9.23924414e+06     +4.92105093e+06     +1.47876140e+07     +1.28494934e+07     +1.81615303e+07   +4.09930038e+07     +4.93621125e+07    +1.33138635e+07    +3.25581592e+07   +1.81615303e+07   +4.79170990e+01   +5.81176692e+01    +1.02555152e-01    +7.01255207e+00    +1.22369581e+01        +1.10646044e+01        +4.97556412e+00        -3.30193593e+00 +1.26979915e+04  +1.28234554e+04  +3.47860189e+03  +8.70391120e+03 +3.41357809e+02    +1.13149875e+02
 2015     10                 +5.84217708e-02 +1.45205548e+01  +1.35591008e+01 +4.94829812e+00          +1.11655287e+00            +1.74183601e-01  -1.29149217e+00  +1.29073655e+00  -9.61454021e-01  +3.98684411e+00             +1.44921368e-01            +9.67399510e-02          +1.35478477e+00         +1.13024554e+00 +1.06980353e+05 +4.43101421e+01 +4.84110953e+02 +8.36185406e-03 +3.26826001e+02   +3.29760342e+03 +2.21210573e+03 +2.90102704e+01 +8.95254436e+02    +5.42741650e+02 +6.64848649e+02 +1.00742558e+00 +1.72980662e+08    +4.00499793e+07    +4.28440072e+06    +1.09177637e+07    +1.68733248e+06    +1.29282308e+07    +1.97515893e+06    +9.87008656e+06    +4.61002901e+06    +1.96099570e+06     +1.29587730e+05     +3.85100360e+06     +9.02695579e+06     +4.80758195e+06     +1.44419268e+07     +1.25501387e+07     +1.77520213e+07   +4.00499793e+07     +4.82340018e+07    +1.30075461e+07    +3.17996486e+07   +1.77520213e+07   +4.53532518e+01   +5.99510070e+01    +1.19392356e-01    +8.25699921e+00    +2.38657752e+01        +1.14875764e+01        +1.54313520e+01        -3.59700941e+00 +1.24271687e+04  +1.25402290e+04  +3.41078476e+03  +8.45464019e+03 +3.32359688e+02    +1.13680650e+02
