Year,Month,DWT_CONV_CFLUX_GRC (PgC/month),DWT_CONV_CFLUX_DRIBBLED (PgC/month),ER (PgC/month),GPP (PgC/month),HR (PgC/month),LAND_UPTAKE (PgC/month),LAND_USE_FLUX (PgC/month),NBP (PgC/month),NEE (PgC/month),NEP (PgC/month),NPP (PgC/month),PFT_FIRE_CLOSS (PgC/month),WOOD_HARVESTC (PgC/month),WOODC_ALLOC (PgC/month),WOODC_LOSS (PgC/month),PBOT (Pa),PCO2 (Pa),XCO2 (ppm),QBOT (kg/kg),TBOT (K),TOTECOSYSC (PgC),TOTSOMC (PgC),TOTLITC (PgC),TOTVEGC (PgC),TOTVEGC_ABG (PgC),WOODC (PgC),FRAC_VEG,AREA (km^2),BARE_AREA (km^2),FOREST_AREA (km^2),SHRUB_AREA (km^2),GRASS_AREA (km^2),CROP_AREA (km^2),PRECC (mm/month),PRECL (mm/month),PRECSC (mm/month),PRECSL (mm/month),SFCO2 (PgC/month),SFCO2_FFF (PgC/month),SFCO2_LND (PgC/month),SFCO2_OCN (PgC/month),TMCO2 (PgC),TMCO2_FFF (PgC),TMCO2_LND (PgC),TMCO2_OCN (PgC),TREFHT (K),PRECIP (mm/month)
2015,1,0.05774435195886805,0.0,12.683972597624225,12.585003154499798,4.097539560781854,0.8314580166694276,0.17847799650763702,-1.0109195806112194,1.0099362275971353,-0.09896939798335659,3.9985697565288905,0.6691306025716892,0.09961992590687684,0.908994661516445,1.20432892186653,110029.04397173668,45.74836318342851,497.89363241716705,0.007112238756567827,328.314262653482,3378.358535786512,2271.6061829405235,33.23402031785127,907.8037978306095,553.7932488801288,681.7975381836612,1.0341995112368945,12218.862678661259,41129390.38311679,49465673.4109147,13358460.658658655,32744254.599456057,18154308.851197653,48.12174556053592,63.760904512078824,0.14738311414138655,8.713365776590637,23.141238161804303,13.430988082260619,11.833607340640567,-2.8425523752963495,12771.906875150786,12767.196748818058,3541.602520636331,8862.146496106927,339.1910086331259,120.74339896334676
2015,2,0.04897181574327273,0.0,10.597693355711133,10.401299339126629,3.319478556077506,0.8103376452359365,0.15152538888500702,-0.9627431361077904,0.9618630245186089,-0.19639338283041166,3.123084539493004,0.5707195640088524,0.08462478035849019,0.7871275731693503,1.0165976382210455,103629.76863779128,43.325310850572535,471.6478900241951,0.0067378824152431365,309.2132957455208,3181.7368356772745,2139.9826811972,31.534587028653405,853.9968625202695,521.321848826571,641.9670298762633,0.9742557927965472,11510.639501109239,38743937.82763889,46603687.46887619,12583654.02601977,30836218.548523143,17109136.20899382,41.85652678963876,53.47383744845554,0.089539334279888,7.500476367310648,21.379985110599023,11.070998163130461,11.614146564205633,-1.6839748057298576,12053.702431661972,12039.192716723805,3341.986906870532,8351.296408450151,319.5795927880381,102.9203799396848
2015,3,0.05315568725586382,0.0,12.130332693041694,11.551772209238488,3.931344129638162,0.8489439136253637,0.164660839373011,-1.0145983692446618,1.0136046588732446,-0.5785592706348635,3.3527849845034723,0.23839546459231542,0.09202543879574367,0.9314753375267746,1.1042372862884395,101780.23435454695,42.551721087154576,464.59160069490235,0.007530085251862401,306.37296774295265,3129.2229131221957,2105.257790778729,30.961564643732753,839.213757343077,512.5781060957034,631.2625071234958,0.9584193508530527,11323.535071718507,38112655.002054214,45851178.00980297,12378585.779457869,30325016.518790793,16837988.054216478,46.37047014464303,55.70496287225845,0.11125780695594478,8.17203881516154,22.496345876646128,11.5191546197966,12.050977199012573,-1.6588089506293764,11879.114856910646,11854.821589826764,3286.55849275714,8209.817013681853,315.03398596147,110.35872963901896
2015,4,0.0511201408346839,0.0,12.533185254965272,12.421632975381222,4.323209989134977,0.2940415136544318,0.15843280337361446,-0.4534198980070729,0.45247432711090935,-0.1115494664652644,4.211660290763861,0.15471574582998462,0.08868322700494799,1.2221786758051445,1.0588725121541396,101284.39904599603,42.45008134671442,464.3202348656784,0.007975210733782243,307.5736795538685,3116.614800886032,2097.436059251206,30.163443014581183,835.7796637682422,510.51900417494403,628.811676344243,0.9548096547680041,11280.887226408504,37967567.398959644,45683667.70305986,12331425.586831484,30200541.629965644,16781738.56711558,45.5961210656957,52.707910592894294,0.1650471060446611,8.25276349790261,14.355353706826909,10.66537108522584,5.152121972756808,-1.883612868880767,11854.143719200378,11821.354251579503,3274.386709924969,8149.951173076594,314.6258120753609,106.72184226253728
2015,5,0.05517924218545276,0.0,15.078310754072588,16.38965564381211,5.28184694657839,-1.1770166638436894,0.17071724950470324,1.0053942153959694,-1.0062995230872673,1.3113465427133968,6.593192880301412,0.12173583829788362,0.09573524437128204,1.9176760644651598,1.1194893450829007,105839.68375659968,44.319527511686516,484.6586196179075,0.008992620535584004,324.6086008333458,3252.7885568074935,2189.2865231072096,30.094196937072166,873.5683034632873,533.1579714651988,656.7532944653461,0.9965862619345363,11774.469577397751,39627172.15811855,47687910.11568314,12870411.909141377,31511223.431767188,17523487.732111085,49.41690004562805,60.301156366097175,0.16416770584105952,7.284900876622105,-4.656059340807544,11.149625879288164,-12.57224021630683,-3.013091314595034,12379.511322523056,12349.841582710536,3418.453565914978,8471.238781824157,329.612935390143,117.16712499418838
2015,6,0.05139945277109034,0.0,15.46757932716888,19.651752975365604,5.1395690564994485,-4.069164382442538,0.15828815004980062,3.910165724473579,-3.9108761618488534,4.184173003224073,9.323742059723521,0.10856017413733683,0.08890267751926928,1.8595364524477818,1.035234557252795,101197.0596027304,41.95638534559801,460.0527258473242,0.009405951920222082,313.3016164656732,3116.6625923433885,2096.445170166369,27.480939823228113,839.851526465074,511.54135725872646,629.76273701756,0.9543205135965767,11275.108120211673,37945019.843987115,45670617.120468765,12324032.527912656,30164559.365454208,16787472.25900076,47.14165842954868,55.19589777171117,0.09658449608697911,5.723026277420582,-42.00626853775463,10.246853190045472,-47.04494511921776,-2.9467439318492836,11832.760868491956,11836.655819590977,3252.9263147243755,8111.772373793678,316.2673886693368,108.15716697476738
2015,7,0.05574687579126555,0.0,16.86680911613962,22.02496174722969,5.13578380014292,-4.761402734481807,0.16998377963404773,4.59073047064758,-4.591418609569827,5.158151595256268,10.293935395399187,0.3651505348556861,0.0952172095097326,1.279718712291098,1.1358913762195058,104832.32971513322,42.88759673683857,470.83595917029635,0.010455700210160124,326.28385941676436,3233.8377439332626,2171.9237106312407,27.546693853456564,876.077770629003,531.7642784385228,652.9487166431196,0.9888065634284193,11682.553978236481,39314624.22478091,47326368.628438555,12768826.35810614,31243983.909724016,17401539.74185249,50.688529119890994,59.40413204858591,0.15217756918082712,5.833751245275772,-49.704850481092826,10.978339300457435,-54.448279203258174,-2.7701262678768304,12206.957399764391,12275.324726269451,3342.6039471094787,8391.646923552022,328.20994998762495,116.0785899829335
2015,8,0.05669150971340122,0.0,15.847940065571873,18.10221848678242,4.773547578397084,-1.7859537314432676,0.17119797703516912,1.6140704023769965,-1.614755743572322,2.2542805016796486,7.027828773566433,0.4069178672760917,0.09553865176611077,1.0463996723651685,1.1855331237547857,105305.15992892967,42.99613538118531,471.6611298942486,0.01013602416623135,327.1779724241118,3250.6600915804693,2180.7826478327115,28.013360207765196,882.9279562943905,534.9566000844725,655.6482547892512,0.9930075151371027,11732.187391799689,39480012.900149465,47532912.37886879,12822506.576566929,31365881.119517203,17483048.618617546,50.09173282625256,57.299839832397225,0.12367769498281968,5.929823155032663,-12.33747026021478,11.060563887182125,-18.65212358604489,-2.8493476726412283,12227.839422999035,12338.67126515331,3345.199515699736,8413.609098481553,329.3353125744799,113.44507350866529
2015,9,0.05543868226506693,0.0,14.448355135278188,14.51887316233198,4.488520307984301,0.19723073655330708,0.1661319671026765,-0.36404844156823213,0.3633627246438914,0.07051710883282399,4.559037327618515,0.23508622712051108,0.09240686180632893,0.934875795510314,1.108333801717127,105467.59827497424,43.24755767975949,473.47193061310213,0.009300632737690065,325.80344487976737,3253.6896948083236,2182.113318740728,27.79671632971947,884.704730425138,535.7903988145615,655.8717593511886,0.9937384320295857,11740.82303032178,39507461.34587903,47573285.27960924,12831384.087344674,31378288.287071988,17503376.933661353,46.18063739389091,56.01155049743641,0.09883866885578518,6.758425095081994,11.79350461112825,10.663635611155728,4.795255288479087,-3.182277497187068,12237.830546052217,12358.747916077553,3352.541284276174,8388.491277874955,328.98738727007543,109.04945165526512
2015,10,0.05562998389373685,0.0,13.826664593555282,12.911155341351671,4.711835015574826,1.0631964335300053,0.16585993234033325,-1.229775952650183,1.2290564391448167,-0.9155092522036115,3.796325763371214,0.13799604538090124,0.09211706268139377,1.2900440016620218,1.0762347685779041,101868.10902581479,42.192703858725054,460.97685715335194,0.00796226795903232,311.20804525788174,3140.021598779631,2106.396431323342,27.623963945884064,852.4731004026501,516.8057853154387,633.0776847406363,0.9592839744849496,11333.750428921918,38136120.69897585,45929053.17829465,12385957.704427375,30280046.58656844,16903709.75998786,43.185967020788674,57.08614291351495,0.11368698222493602,7.862424002142233,22.725307298729827,10.938622426367777,14.693937786057738,-3.4251200011930485,11833.314670684922,11940.9721019863,3247.7944211084323,8050.620366106858,316.4772966513692,108.24822091867075
