Year,Month,DWT_CONV_CFLUX_GRC (PgC/month),DWT_CONV_CFLUX_DRIBBLED (PgC/month),ER (PgC/month),GPP (PgC/month),HR (PgC/month),LAND_UPTAKE (PgC/month),LAND_USE_FLUX (PgC/month),NBP (PgC/month),NEE (PgC/month),NEP (PgC/month),NPP (PgC/month),PFT_FIRE_CLOSS (PgC/month),WOOD_HARVESTC (PgC/month),WOODC_ALLOC (PgC/month),WOODC_LOSS (PgC/month),PBOT (Pa),PCO2 (Pa),XCO2 (ppm),QBOT (kg/kg),TBOT (K),TOTECOSYSC (PgC),TOTSOMC (PgC),TOTLITC (PgC),TOTVEGC (PgC),TOTVEGC_ABG (PgC),WOODC (PgC),PRECC (mm/month),PRECL (mm/month),PRECSC (mm/month),PRECSL (mm/month),SFCO2 (PgC/month),SFCO2_FFF (PgC/month),SFCO2_LND (PgC/month),SFCO2_OCN (PgC/month),TMCO2 (PgC),TMCO2_FFF (PgC),TMCO2_LND (PgC),TMCO2_OCN (PgC),TREFHT (K),PRECIP (mm/month)
2015,1,0.05000071516590736,0.0,10.98302569016163,10.897328253651864,3.548051047583474,0.7199577803472723,0.15454372876358285,-0.8753531781218202,0.8745016947767517,-0.08569739742221094,3.462353298373249,0.5793988075545603,0.08626068820837428,0.7870966010699878,1.042825927481291,95273.92205434575,39.61341324724656,431.1250685632902,0.006158472858304568,284.28664232884483,2925.313682565822,1966.9791047829035,28.777269591916525,786.065434662591,479.52843107117553,590.3670809540134,41.668520148473235,55.21043560242885,0.12761873430837167,7.544885439912971,20.037950356408928,11.629864856326876,10.246696169454392,-2.461360234202762,11059.167799558883,11055.089310889965,3066.6663120807843,7673.71435783055,293.7047942209552,104.55145992512342
2015,2,0.04702093389143541,0.0,10.17551485721766,9.986944555497491,3.187241056317159,0.7780563629931285,0.1454890978718652,-0.9243905023794475,0.9235454516451856,-0.1885696932128295,2.998670754596993,0.5479839063042198,0.0812535974502931,0.7557709065996043,0.976099611898659,99501.4872604903,41.59936784885316,452.85893365939114,0.006469466545334997,296.89521854415403,3054.9865292850154,2054.7325569649306,30.278349076156502,819.976335502223,500.5540394569185,616.3930990539095,40.18909548746029,51.34360932758743,0.0859723711272868,7.201681172502477,20.528274298741913,10.629964701937174,11.151475793012104,-1.616890589276214,11573.52114852041,11559.589454615745,3208.852745787536,8018.607241114188,306.8485551835484,98.82035835867747
2015,3,0.051847195149659964,0.0,11.83172975149623,11.267411240003044,3.834569296577662,0.8280461232489246,0.16060751188082026,-0.9896227922996474,0.9886535433216198,-0.5643173281884648,3.2702520908000303,0.2325270693240474,0.0897601203237133,0.9085459354402103,1.0770551380165254,99274.78968633203,41.50425854791729,453.15511151564084,0.007344723014635056,298.8312232835829,3052.1932726123564,2053.434301271419,30.199407948494546,818.5554866369642,499.96037052940875,615.7232101986417,45.22900443744283,54.33371723594719,0.10851906027292928,7.970874107615581,21.94257087122983,11.235596572327601,11.75432768978793,-1.6179753441113947,11586.695948955661,11563.00069028544,3205.6558449623726,8007.722349679635,307.2790399698529,107.64211484127854
2015,4,0.04844148151984137,0.0,11.876455189677937,11.770748170844753,4.096676835698131,0.27863394578313117,0.1501310362500503,-0.42966101523600786,0.4287649915877097,-0.10570435311983789,3.9909722628241453,0.14660874989934913,0.08403628847527313,1.1581373754312974,1.003388339544271,95977.16799140729,40.22572703237634,439.99018213333227,0.00755731531778637,291.4570357362839,2953.306384069127,1987.5318894726297,28.582899880711135,791.9853990233808,483.76816852369484,595.8623881259593,43.2069164895916,49.94605326288179,0.15639875412747753,7.820324512878325,13.603143300188878,10.106513164703271,4.882154416169671,-1.784912883426865,11232.994951328163,11201.923628677887,3102.8111563813804,7722.89948133983,298.1396414888794,101.1296930194792
2015,5,0.05105946323218563,0.0,13.952537640214446,15.165975221639256,4.887494994230834,-1.089138536357801,0.15797120038164095,0.9303297207730834,-0.9311674366051039,1.2134391109847575,6.100933541693506,0.1126468272021464,0.08858748319831919,1.7744990077195248,1.035906308063678,97937.50742559084,41.01055389353259,448.47315744880666,0.008321215721927757,300.3727536416046,3009.9296608711406,2025.8305533739704,27.847311437265283,808.346162522067,493.35146266562697,607.7189421824056,45.727347658165996,55.79896632115648,0.15191065712957044,6.740997406413568,-4.308429788140748,10.317175265343273,-11.633574722053003,-2.7881286349623444,11455.235305341575,11427.78076031585,3163.2258299804244,7838.761243909359,305.0034558075671,108.4192220428656
2015,6,0.05099090122710491,0.0,15.34463437201585,19.495549872273003,5.098716892512334,-4.036820392350245,0.1570299874700267,3.879085544474637,-3.8797903348970566,4.150914860411104,9.249631752923436,0.1076972772703865,0.08819602940909009,1.844755818651384,1.0270059350797864,100392.68888050482,41.62289257303229,456.3959699612899,0.009331188163557713,310.81132031971555,3091.8896182058174,2079.7814536290207,27.26250597248359,833.1759176918845,507.47534098709014,624.7570312233978,46.76695021187173,54.75716996352372,0.09581678859450589,5.6775364697309465,-41.672379265730726,10.165405480661693,-46.6710056329208,-2.9233215660811434,11738.707479558761,11742.57147141212,3227.0702404531144,8047.2954786303935,313.75351891028424,107.2974734337209
2015,7,0.05024771544595255,0.0,15.202979770962731,19.852305530567264,4.629163505911617,-4.291713326171867,0.15321569986200717,4.1378770577544275,-4.138497315091929,4.64932482595074,9.278488331862356,0.3291301962654679,0.08582449116820859,1.1534806353424192,1.0238411720775185,94491.1261536134,38.656942230493115,424.39026335208547,0.009424295828083485,294.097530845837,2914.8352521846477,1957.6739150504143,24.829345404180053,789.6569252045484,479.30829787393515,588.5384759054774,45.68835026965269,53.54420101796654,0.13716598616371303,5.258279829934729,-44.801706782802135,9.895379093601756,-49.07721914625672,-2.496866676059401,11002.799944895376,11064.423164479727,3012.8721941614294,7563.851440148529,295.8336218743301,104.62799710371766
2015,8,0.05183042002973048,0.0,14.489037147839683,16.55001943647471,4.364233326489409,-1.632814728736838,0.15651837643468913,1.4756697667019447,-1.4762963423955004,2.060984190711507,6.425218151226408,0.3720261479213412,0.08734656168348824,0.9566747262833686,1.083877992912997,96275.6274794382,39.30937397377507,431.2179124828868,0.009266897153086078,299.12365750966535,2971.9278737195177,1993.7885091107044,25.61131699178202,807.2201121839596,489.08602752380773,599.4288141078302,45.79654988069542,52.38658806518581,0.11307278482571652,5.42136249997787,-11.279577293389314,10.11216097324716,-17.052772184026374,-2.605026527434659,11179.346899634962,11280.675316545457,3058.3608878735245,7692.172879939663,301.09601362975906,103.71757323068482
2015,9,0.05198582286533638,0.0,13.548475542163729,13.61460153061532,4.208964068494264,0.18494671437240867,0.15578485384584395,-0.3413745966630441,0.3407315878989811,0.06612512741971845,4.275089112270887,0.22044447057263356,0.08665153198333571,0.8766493993150642,1.0393040082779441,98898.81321025027,40.553991924787695,443.98291789975053,0.008721366134305982,305.51159375424817,3051.041785667734,2046.2058588940718,26.06546750959387,829.6031132938199,502.4200364746549,615.0224303850752,43.30439211900061,52.523011435417246,0.09268275004833912,6.337493524137475,11.058975730055637,9.999477789380057,4.4965948293836195,-2.984077317821746,11475.627937570087,11589.01427221319,3143.7366516001935,7866.035119557873,308.497232271495,102.25757982860367
2015,10,0.054819896123138596,0.0,13.625319723191872,12.723142181644448,4.643220939926611,1.0477140916657413,0.1634446682432267,-1.211867868015093,1.211158832116418,-0.9021775415474234,3.7410433983791873,0.13598653718173426,0.09077564748191837,1.2712582894231639,1.0605625615540268,100384.6983979524,41.57829071293453,454.2640794681728,0.007846320848348997,306.6762116327496,3094.296381575817,2075.7229371101075,27.221701823882487,840.059326659352,509.28002281911705,623.8587625991761,42.55708990639246,56.25485045200357,0.11203146432738345,7.747930826239827,22.394379762224442,10.779333430855594,14.479963621960287,-3.3752431608348337,11660.997103261683,11767.086819413656,3200.499808422891,7933.386661405988,311.8687318137631,106.67190264896323
